_id,label,table1.id,table2.id,table1.title,table2.title,table1.manufacturer,table2.manufacturer,table1.price,table2.price
4457,0,1068,2227,portfolio 8 stand-alone 1-usr boxed,intuit quickbooks pro 2007 software for windows tax & finance software,extensis,,,179.95
4458,0,166,721,equilibrium debabelizer pro 6.0 - 1 user,711-00011 microsoft entertainment pack - ( v. 2.0 ) - complete package - 1 user - pc - cd,equilibrium,,599.99,23.57
4459,0,611,2270,pop-up stopper professional,onone software inc. gfn-42001 - genuine fractals print pro v.4.1 with nik sharpener pro 2.0 - license - standard - license - pc mac,panicware,,29.99,320.97
4460,0,905,849,starry night galaxy explorer (pc & mac),sunburst technology t02473 - sunburst a to zap! network license - complete product - educational software - 1 server unlimited user - complete product - academic - mac pc,imaginova,,9.99,488.97
4461,0,1149,2454,burning monkey solitaire 2005 edition,encore software 11930 - hoyle south beach solitaire - win 98 me 2000 xp,freeverse software,,24.99,7.69
4462,0,671,721,instant immersion german v2.0 (pc & mac),711-00011 microsoft entertainment pack - ( v. 2.0 ) - complete package - 1 user - pc - cd,topics entertainment,,29.99,23.57
4463,0,1044,754,high school advantage 2008,encore software 12370 - middle school advantage 2008 - win 2000 xp vista,encore,,39.99,34.97
4464,0,718,393,omniweb 5.0,filemaker pro 8.5 advanced upgrade,omni group,,29.99,279.99
4465,0,1160,1094,print explosion deluxe 3.0 (mac),software,nova development,,49.99,736.95
4466,0,310,558,instant architect design suite,encore inc 3d home architect landscape design deluxe v 9.0,imsi design,,29.99,25.49
4467,0,1080,2353,e-mu em8685 beat garden x emulator x2/proteus x2 soundset,sound studio 3 for mac,e-mu,,129.99,79.99
4468,0,1058,1379,evergirl,bratz babyz for pc,thq,,14.99,19.99
4469,0,236,423,readiris pro 11,iris readiris pro 11 mac ocr,global marketing partners,,129.99,109.99
4470,0,351,2270,is3 stopzilla 4.0 [stop spyware pop-ups id theft],onone software inc. gfn-42001 - genuine fractals print pro v.4.1 with nik sharpener pro 2.0 - license - standard - license - pc mac,roxio,,29.95,320.97
4471,1,824,2630,global software smart steps 2nd grade ( windows macintosh ),global software a0447jch - dk smart steps 2nd grade - win 95 98 me 2000 xp vista,global software,,,9.08
4472,0,627,2486,phase one capture one pro win/mac,phase one capture-one pro dslr raw image editing software for macintosh & windows.,phase one,,499,399.95
4473,0,495,2681,mavis beacon typing 17 deluxe by broderbund,mavis beacon teaches typing 17 standard (pc/mac) encore,encore software,,39.99,19.99
4474,0,455,2023,national geographic presents: redshift 5 planetarium software,national geographic: forces of nature,topics entertainment,,39.99,12.9
4475,0,1271,104,national parks: enhanced scenery add-on for microsoft flight simulator 2002 & 2000,9am-00014 microsoft flight simulator x deluxe edition - complete package - 1 user - pc - d,abacus,,19.99,42.79
4476,0,1229,2117,sound forge audio studio 9,bias deck 3.5 le digital audio recording software music production software,sony media,,69.59,69.95
4477,0,557,3035,macromedia director 10 mx 2004,ibm(r) viavoice(r) advanced edition 10,adobe,,2171.7,78.95
4478,0,935,2086,registry mechanic by encore software,system mechanic 6 professional,encore software,,46.52,36.9
4479,0,883,2968,ilisten (mac),software,macspeech inc.,,99.99,153.99
4480,0,83,293,scratches: directors cut,apple final cut studio 2 upgrade from final cut studio,got game,,19.99,499.99
4481,0,857,1621,cakewalk sonar home studio 6,cakewalk 10-cwgp3.00-90c - guitar tracks pro 3.0 (3 win 00/xp cd),cakewalk,,139,68.97
4482,0,970,936,logic express 7,apple logic express 7.2 upgrade from v.6,apple computer,,299,99.99
4483,0,508,47,microsoft publisher 2007 version upgrade,b11-01215 microsoft works suite 2006 - license and media - 1 user - cd - win - english - u,microsoft,,99.95,94.08
4484,0,960,2384,talk now! learn afrikaans - beginning level,century software tt-1 - century tinyterm v.4.3x - emulation - 1 user(s) - english french german spanish italian polish portuguese - pc,eurotalk,,29.99,120.97
4485,0,678,1153,the sims 2: open for business expansion pack,the sims: hot date expansion pack,aspyr media,,34.99,19.87
4486,0,636,1715,40 years of the avengers,h22-01722 microsoft office project server 2007 - media - volume - cd - win - english,git corp,,49.99,23.48
4487,0,1184,1901,mask pro 4.0 1u,vp-wf04-00s1 kofax virtualrescan plus upgrade kit - ( v. 4.0 ) - complete package - 1 user,onone software,,159.95,879.93
4488,0,23,1440,the printshop 20 professional publisher,publisher 2007 upgrade - microsoft - 164-04052,broderbund,,69.99,
4489,0,845,370,onone essentials for adobe photoshop elements,adobe photoshop cs3 for mac upgrade,onone software,,59.95,189.99
4490,0,254,63,watchguard mobile user vpn 5 user bundle ( wg3605 ),01-ssc-5310 sonicwall global vpn client - license - 1 user - win,watchguard technologies inc,,,43.85
4491,0,649,1871,wanted: a wild western adventure,mike dowling homespun - 641634 - swing guitar - rhythm's where it's at!,dreamcatcher interactive,,29.99,22.13
4492,0,1076,506,burning monkey solitaire 4.0,adobe photoshop elements 4.0 mac academic,freeverse software,,24.95,69.99
4493,0,183,2859,jumpstart reading with karaoke,encore software 10548 - encore tlc zoombinis 3rd grade learning system 2007 - complete product - educational - 1 user - complete product - standard - pc mac,knowledge adventure,,29.99,17.97
4494,0,1130,1322,cakewalk sonar 6 producer ed,cakewalk guitar tracks pro 3 music production software,cakewalk,,799,99
4495,0,1144,1094,drive genius by prosoft engineering inc,software,global marketing partners,,129,736.95
4496,0,496,478,symantec pcanywhere 12.0 host only,punch software pro platinum v 12.0,symantec,,169.65,87.61
4497,0,56,1296,kids power fun for little ones,my little pony: the runaway for pc,topics entertainment,,19.99,19.99
4498,0,1302,2782,zonealarm pro firewall,zonealarm wireless security 2005,zone labs,,39.99,9.95
4499,0,980,2933,i spy fantasy v.2 with i spy book & mini cd,poetry fiction and drama (win/mac) (jewel case) (10172),topics entertainment,,29.99,9.59
4500,0,968,1289,safekeeper plus,deposit slips,bling,,39.99,49.79
4501,0,673,768,datapilot cell phone data transfer suite universal,datapilot is an advanced cell phone sync software solution that allows endusers to manage their contact information access the internet and check emails while on the go.,susteen,,79.99,25.53
4502,0,288,674,tonka search & rescue 2,findex.com inc quickverse bible study 2007 bible suite,infogrames,,,24.89
4503,0,120,163,crusader kings,yamaha carole king - tapestry - smart pianosoft,atari,,19.99,14.86
4504,0,297,2451,superstart! science arcade,encore software 10569 - hoyle puzzle games 2007 - win 98 me 2000 xp,selectsoft publishing,,24.95,18.97
4505,0,644,2691,vuvideo anywhere for your ipod,ringtone media studio (pc) avanquest,abacus software,,29.95,19.99
4506,0,720,1734,ibm viavoice advanced v.10,pd8w10p perfectdisk professional - ( v. 8.0 ) - license - 10 workstations - win,nuance communications inc.,,,274.72
4507,0,456,2360,stationery design studio,t-shirt factory deluxe 3.0,summit software,,19.99,27.99
4508,0,1050,182,quarkxpress 7 ( windows & macintosh ),onone software qx-tools pro 7 - upgrade,quark,,899,69.17
4509,0,1032,2443,fate,encore software 10662 - hoyle jewels: swap & drop - win 98 me 2000 xp,encore,,19.99,7.69
4510,0,923,2086,registry mechanic 5.x pc system repair,system mechanic 6 professional,pc tools,,29.95,36.9
4511,0,426,2707,zonealarm anti-spyware,zonealarm internet security suite 2007 (pc) zonelabs,zone labs,,29.99,49.99
4512,0,1152,95,faxstf pro mac os 10.3.9 or above,wg4110 watchguard vpn manager - upgrade package - 10 nodes - cd - win - english,aladdin systems,,49.99,1235.07
4513,0,1323,233,emedia blues guitar legends,emedia music corp emedia guitar basics,emedia,,29.94,16.64
4514,1,1274,494,namo webeditor 2006,csdc namo webeditor suite 2006,namo,,99.99,83.92
4515,0,121,2270,microsoft licenses exch. srvr extrn conn sa eng (39400416),onone software inc. gfn-42001 - genuine fractals print pro v.4.1 with nik sharpener pro 2.0 - license - standard - license - pc mac,microsoft licenses,,42166.22,320.97
4516,1,628,278,family tree maker version 16 essentials,encore inc family tree maker v 16 essentials,encore,,29.95,25.75
4517,1,1136,895,microsoft office 2004 standard (mac),microsoft office 2004 standard,microsoft,,399.99,369.99
4518,0,523,2372,cadopia 6 standard edition by cadopia,century software ttpl-1 - century tinyterm plus v.4.0 - complete product - connectivity/data acess - 1 user(s) complete product - standard - english - pc,global marketing partners,,295,188.97
4519,0,843,2915,punch! professional home design platinum v10,virusbarrier x4 10.4 for mac-10 users (vbx4-10u),punch! software,,99,316.75
4520,0,1057,2276,the print shop design suite pro ed sb cs by the print shop,encore software 10033 - encore the print shop v.21.0 - complete product - print management - 1 user(s) - complete product - standard - pc,encore software,,199.99,25.97
4521,0,1016,2501,e-mu em8669 modern symphonic orchestra,classics the: the piano (audio book),e-mu,,499.99,29.95
4522,0,695,395,intellimover transfer your pc deluxe,me too software i transfer dvds 2 ipod,nova development,,69.99,29.99
4523,0,1166,1558,apple mac os x tiger 10.4.6 family pack (mac),apple apple mac os x server 10 4 7 10 client,apple computer,,199,499
4524,0,1083,2968,call of duty 2 dvd-rom (mac),software,aspyr media,,49.99,153.99
4525,0,1031,1625,encore the big box of art 410 000 ( 460001 ),adobe systems inc 13102124 adobe photoshop cs 2 mac os x v.10.2.8 to 10.3,encore software,adobe systems inc,19.99,788.63
4526,0,784,2272,hoyle kids' games jc,encore software 10566 - encore hoyle card games 2005 - complete product - sports game - 1 user - complete product - standard - pc,encore,,9.99,17.97
4527,0,98,2465,cold zero: no mercy,encore software 10760 - chicken hunter wanted - win 98 me 2000 xp,encore software,,19.99,7.69
4528,0,1134,1022,crystal 3d impact! pro 1.25 (jewel case),punch software 35100 - punch! home design suite professional - complete product - architectural - standard - 1 user(s) - complete product - pc,crystalgraphics,,79,59.97
4529,0,57,47,museums of the world,b11-01215 microsoft works suite 2006 - license and media - 1 user - cd - win - english - u,topics entertainment,,19.99,94.08
4530,0,495,2288,mavis beacon typing 17 deluxe by broderbund,encore software 10485 - encore printmaster v.17.0 platinum - complete product - creativity application - 1 user - complete product - standard - pc,encore software,,39.99,33.97
4531,0,1175,2381,iview mediapro 2.5,onone software inc. ppi-12005 - pro photo essentials plug in suite & iview mediapro 3,global marketing,,199.99,450.97
4532,0,719,1301,simply put software data eliminator,quicken(r) quickbooks(r) microsoft money(r) and simply money(r) continuous checks,simply put software,,,91.59
4533,0,940,1252,leave the lights on (mac),quicken(r) quickbooks(r) microsoft money(r) and simply money(r) laser checks,aspyr media,,9.99,88.99
4534,1,1351,606,dragon naturally speaking standard v9,nuance communications inc. dragon ns standard v9,nuance communications inc.,,99.99,92.51
4535,0,969,2273,didi & ditto: kindergarten win/mac,encore software 12411 - encore adventure workshop preschool-1st grade 8th edition - educational - pc,kutoka,,19.99,17.97
4536,0,1106,1030,punch! master landscape professional & home design v 10.0,punch software 42100 - punch! home design architectural series 18 - complete product - architectural - 1 user(s) - complete product - standard - english - pc,punch! software,,69.95,108.97
4537,0,783,1064,scrabble champion edition,tournament poker - no limit texas holdem,encore,,19.95,19.99
4538,0,1151,718,apple mac os x tiger 10.4.6 (mac dvd),af04mna ibm websphere business integration monitor - ( v. 4.2.4 ) - media - cd - unix w,apple computer,,129,108.95
4539,0,790,2160,zero-g pro pack for garageband (appleloops),laplink software pafgpcmv01000p0rtpen - laplink pcmover - complete product - desktop management - 2 computer(s) - complete product - standard - english - pc,zero-g,,169.95,39.97
4540,0,802,110,hoyle: classic collection 2006,12000-0611 cadopia standard - ( v. 6 ) - complete package - 1 user - cd - win,encore,,19.99,235.17
4541,0,562,15,dv rack 2 win retail ue1u,0202-034 axis camera station - license - 1 additional user,adobe,,908.69,95.12
4542,0,1065,2762,family tree maker version 16 collectors edition sb cs,encore software 10881 - family tree maker version 16 standard sb cs by family tree maker,encore software,,99.99,42.97
4543,0,1147,2374,pro digital frame bundle 1u,onone software inc. gpp-55212 - upg genuine fractals print pro 5 1u,onone software,,99.95,66.97
4544,0,561,818,h&r block taxcut 2006 home & business + state,rory block homespun video the guitar of rory block - video two,h&r block,,79.99,29.4
4545,0,408,1592,er,windows sbs cal 2003 20-clt addpak device cal - microsoft - t74-00003,vivendi universal,,19.99,
4546,0,416,1085,essential business tools 2.0,quickbooks(r) point of sale 2007: basic retail management 6.0,valusoft,,19.99,799.99
4547,1,509,2697,microsoft windows xp professional upgrade with sp2,microsoft windows xp professional edition (upgrade),microsoft software,,199.99,199.99
4548,0,1329,754,weekly reader mastering high school 2008,encore software 12370 - middle school advantage 2008 - win 2000 xp vista,fogware publishing,,29.99,34.97
4549,1,1007,772,math success deluxe 2007,topics entertainment 80796 - topics math success 2007 deluxe for windows - educational software - pc,topics entertainment,,39.99,33.97
4550,0,914,2951,adobe illustrator cs3 upgrade [mac],adobe dreamweaver cs3 - complete package - 1 user - academic - cd - mac,adobe,,199,189
4551,0,53,2864,boomerang webshop platinum,ghostsurf 2006 platinum,boomerang,,,14.95
4552,0,352,732,pc vegas dvd,madison media software aspvms8000 - acad vegas movie studio +dvd 8 platinum,sony pictures home entertainment,,899.99,81.97
4553,0,813,1960,riverdeep adventure workshop 4th-6th grade 8th edition,encore software 10590 - adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,riverdeep,,,17.97
4554,0,1195,1135,space (dvd) (pc & mac),microsoft(r) office 2004 for mac standard edition upgrade version,fogware publishing,,29.99,234.95
4555,0,1104,2490,logic express 7.2 upgrade from logic ?express 6,sony creative software vegas43;dvd v.7.0 complete product,apple computer (direct),,99,420.55
4556,0,1037,502,riverdeep kissing canines,leveractive llc giggles computer funtime for baby - shapes,riverdeep,,,15.82
4557,0,1328,735,nero 8 ultra edition,usoa289 iris readiris pro - ( v. 11 ) - complete package - 1 user - win,nero inc.,,99.95,110.07
4558,0,462,2222,ae painter v9 win/mac box,panda software ae clientshield truprev 2001-3ku 3yr - b3csprh-edu,corel corp,,166.19,24
4559,0,945,2374,audition 2 win ed ue 1u,onone software inc. gpp-55212 - upg genuine fractals print pro 5 1u,adobe education box,,149,66.97
4560,0,342,566,let's learn about time & date,it's about time products learn the switch to mac,selectsoft publishing,,19.95,28.99
4561,0,1122,1344,power production storyboard quick,quicken(r) quickbooks(r) microsoft money(r) and simply money(r) laser checks,power production,,,88.99
4562,0,49,1859,reference success deluxe 2006,2013001000122 details - ( v. 3.0 ) - complete package - 1 user - cd - win - english,topics entertainment,,49.95,290.21
4563,0,238,1724,ca brightstor arcserve backup r11.5 for enterprise option for advantage ingres for,bablur1150s06 brightstor arcserve backup enterprise option for advantage ingres for linux - (,computer associates,,,632.18
4564,0,1232,1281,quicken legal business pro 2007,quicken(r) quickbooks(r) microsoft money(r) and simply money(r) continuous checks,nolo press,,79.99,111.59
4565,0,50,2788,clifford the big red dog - thinking adventures,clifford the big red dog - reading pack,scholastic,,9.99,19.95
4566,0,1346,2880,weekly reader mastering elementary/middle school math learning,math learning system 2007,fogware publishing,,19.99,15.95
4567,0,487,1143,microsoft visual studio professional 2005 upgrade,software,microsoft software,,549,274.99
4568,0,462,956,ae painter v9 win/mac box,corel painter x academic,corel corp,,166.19,94.99
4569,0,630,1375,mah jong quest,frogger: the great quest for pc,united developers,,,7.99
4570,0,515,2320,microsoft office 2004 standard upgrade (mac),office mac 2004 - microsoft - 731-01002,microsoft,,239.99,
4571,0,474,982,mindjet mindmanager 7 mac single license,filemaker server 8 upgrade (from server 7),mindjet,,129,279.99
4572,0,294,2629,dk rainbow fish most beautiful fish,global software a2649m2h - rainbow fish & the whale - win 95 98 me xp/mac 8.6-9.x (classic) x v10.1 or higher,dk,,9.99,8.79
4573,0,11,2763,nfs maestro solo 2006 1u,onone software inc. gfs-50211 - genuine fractals 5 full 1u,hummingbird communications,,309.56,148.97
4574,0,1006,875,finale songwriter 2007,homespun norman blake's guitar techniques - dvd 2: ten stellar songs and instrumentals,finale,,49.95,22.13
4575,0,771,1095,hoyle casino 2007,hoyle(r) card games 2007,encore,,19.95,19.99
4576,0,251,1189,microsoft crm small business ed cal 3.0 license pack user cal,adobe creative suite 3 (cs3) design premium upgrade - mac,microsoft software,,9929,569.97
4577,0,606,3,math missions: the amazing arcade adventure grades 3-5,math missions: the amazing arcade adventure (grades 3-5),scholastic,,19.99,12.95
4578,0,658,2802,photo go,quickstart photo montage studio,sony media software,,24.95,9.95
4579,0,1282,1180,big tiny little a tiny little christmas,freeverse software big bang brain games - mac,yamaha,,34.95,24.99
4580,0,1128,2260,wavelab studio 6,encore software 10647 - encore math advantage 2007 - complete product - educational - 1 user - complete product - standard - pc,steinberg media technologies,,399.99,17.97
4581,0,250,2542,adobe after effects professional 7.0,sony creative software vegas43;dvd production suite v.7.0 complete product,adobe,,999,262.82
4582,0,1075,2434,riverdeep the print shop zoom dvd,encore software 10741 - the print shop 22 deluxe sb cs by the print shop,riverdeep,,,42.97
4583,0,574,2853,quickbooks premier edition 2007 - 5 user multi-pack,quickbooks pro 2007 3 user,intuit,,1499.95,409.52
4584,0,20,2273,millie's math house ages 3-7 (win/mac),encore software 12411 - encore adventure workshop preschool-1st grade 8th edition - educational - pc,ibm (aap misc parts),,,17.97
4585,0,1211,1375,atlantis quest,frogger: the great quest for pc,got game,,19.99,7.99
4586,0,4,822,singing coach unlimited,individual software professor teaches microsoft office 2007,carry-a-tune technologies,,99.99,29.99
4587,0,1118,1094,steinberg sequel (pc or mac) music creation & performance software,software,steinberg,,129,736.95
4588,0,155,1875,softgrid cal for ts 4.1 english mlp 20 user cal,t3840aa hp openview storage mirroring advanced server - ( v. 4.4.1 ) - license - 10 host,microsoft,,,42560.23
4589,1,1127,921,mediafour macdrive 6 for windows,mediafour macdrive 6 - access mac partition in windows,mediafour corporation,,49.99,43.99
4590,0,1286,1888,pcdefense,xsr-18xx-vpn-fw enterasys operating system base/vpn/firewall - upgrade package - 1 router - cd,avanquest software,,29.95,1131.29
4591,0,1308,497,findex quickverse bible study 2007 bible-suite,findex.com inc quickverse mac bible study 2007 gold box,findex,,,215.42
4592,0,577,3008,roxio popcorn 2 (mac),roxio(r) easy media creator(r) 9 suite,roxio,,49.95,99.99
4593,0,607,1979,microsoft works suite 2006,encore software 13911 - 3d home architect home & landscape deluxe suite version 9,microsoft,,99,33.97
4594,0,1308,1529,findex quickverse bible study 2007 bible-suite,microsoft ho2-00003 data analyzer 2002 - complete package - 1 user,findex,microsoft,,154.99
4595,1,629,276,mavis beacon teaches typing deluxe v17,broderbund mavis beacon teaches typing deluxe17,encore software,,39.99,36.99
4596,0,1159,2297,sibelius compass,sibelius photoscore professional scanning software music production software,sibelius software ltd.,,159.99,179.95
4597,0,585,34,apple iwork '06 family pack (mac dvd) [older version],ma166z/a ilife '06 - complete package - 1 user - dvd - mac,apple,,99,72.74
4598,0,196,2983,world of warcraft pc,starcraft ghost,vivendi,,35.7,49.99
4599,0,1281,1090,punch! home design architectural series 4000 v10,ibm(r) viavoice(r) pro edition 10,punch! software,,199.99,179.99
4600,0,210,994,upgrade terminal emulation software 2006 with media 1u,microsoft windows server 2003 terminal server cals 20-pack (per device),esker,,,2429.99
4601,0,777,1051,axis & allies collector's edition,software,encore,,19.99,112.95
4602,0,451,2968,phonics success deluxe 2006 (large box),software,topics entertainment,,49.99,153.99
4603,0,209,1903,ibm rational clearcase lt - ( v. 6.0.0 ) - media - vol - passport passport adva,1-57408-058-x suretrak project manager - ( v. 3.0 ) - complete package - 1 user - cd - win,ibm,,,436.71
4604,0,88,1122,total training for adobe creative suite 3: design premium bundle,adobe creative suite 3 design standard - complete package - 1 user - academic - windows,total training,,299.99,369
4605,0,628,402,family tree maker version 16 essentials,encore inc family tree maker 2008 platinum,encore,,29.95,85.07
4606,0,946,2968,turbocad mac 3d for mac,software,imsi,,249.99,153.99
4607,0,504,2239,raster design 2006 essentials,microsoft powerpoint 2004 software - mac apple & mac software,autodesk psg,,59.95,228.95
4608,0,1123,1297,civilization iv dvd-rom (mac),peachtree(r) complete iii,aspyr media,,49.99,178.99
4609,0,830,2144,computrace lojack for laptops - 3 year license (mac),absolute software lfl-n2-36 - computrace lojack for laptops - 3 year license (win 2000 xp),absolute software,,99.95,85.97
4610,0,1080,2377,e-mu em8685 beat garden x emulator x2/proteus x2 soundset,onone software inc. gfs-50212 - on1 genuine fractals v.5.0 - upgrade - image editing - 1 user - pc mac intel-based mac,e-mu,,129.99,66.97
4611,0,1177,70,adobe creative suite cs3 web standard [mac],29270077 adobe creative suite 3 web standard - product upgrade package - 1 user - upgrade,adobe,,999,843.15
4612,0,770,2830,varmint hunter (jewel case),wacky bird hunter,encore,,9.99,8.95
4613,0,578,2485,microsoft windows vista business full version [dvd],adobe photoshop cs3 extended software full version for windows,microsoft,,299.95,969
4614,0,641,1832,internet security barrier x4 antispam edition,sp32i570305m1200u connectivity secure shell 2007 - upgrade package - 5 users - cd - win,intego inc,,,34.22
4615,0,1315,2436,printmaster platinum v 17.0,encore software 10072 - mavis beacon typing 17 deluxe by broderbund,encore software,,39.99,33.97
4616,0,288,551,tonka search & rescue 2,abacus civil air patrol - search & rescue,infogrames,,,26.14
4617,0,671,1693,instant immersion german v2.0 (pc & mac),22002170 adobe acrobat standard - ( v. 8.0 ) - complete package - 1 user - cd - win - can,topics entertainment,,29.99,295.25
4618,1,1287,687,starry night astronomy screensaver win/mac,orion/imaginova starry night screensaver,imaginova,,19.99,16.27
4619,0,97,1263,tournament poker 2005,fifa world cup germany 06 for pc,eagle games,,20.99,7.99
4620,0,185,1084,iremember digital scrapbooking 2.0,csdc iremember digital scrapbooking 2.0,intriguing development,,39.95,35.99
4621,0,1347,2562,sentinel: descendants in time,ce software 4501eu01up35 quickeys 5.0 upgrade from 3.x,dreamcatcher interactive,ce software,19.99,41.5
4622,0,706,962,call of duty deluxe (mac) (dvd),aspyr call of duty 2 mac,aspyr media,,39.99,47.99
4623,1,689,417,wild photo effects (jewel case),csdc wild photo effects - on hand software,on hand software,,9.99,7.17
4624,0,1303,2217,sales skills 2.0 ages 10+,adobe audition 2.0 audio production software - educational discount audio software for video,victory multimedia,,19.95,148.95
4625,0,253,1887,filemaker mobile 8 for palm os and pocket pc,splashid windows mobile software for pocket pc,filemaker,,69,29.95
4626,0,763,2270,cosmi rom03558 print perfect clip art deluxe,onone software inc. gfn-42001 - genuine fractals print pro v.4.1 with nik sharpener pro 2.0 - license - standard - license - pc mac,cosmi,,,320.97
4627,0,1244,2442,reel deal casino shuffle master edition,encore software 10675 - hoyle casino 2007 - win 98 me 2000 xp,phantom efx,,19.99,18.97
4628,0,652,1083,more brain games,brain games: solitaire,csdc,,9.99,19.99
4629,0,790,2968,zero-g pro pack for garageband (appleloops),software,zero-g,,169.95,153.99
4630,0,820,2237,pinnacle mobile media converter,pinnacle mobile media organizer software for windows ipod software,pinnacle,,29.99,39.95
4631,0,176,2659,instant immersion japanese (audio book),instant immersion spanish deluxe 2.0 topics,topics entertainment,,,39.99
4632,0,793,1086,calendar creator 10,calendar creator deluxe 10,broderbund,,29.99,49.87
4633,0,51,368,mastercook deluxe low carb,adobe cs3 design premium upsell,valusoft,,14.99,1639.99
4634,0,655,994,microsoft windows terminal server 2003 client additional license for users- 5 user,microsoft windows server 2003 terminal server cals 20-pack (per device),microsoft,,669,2429.99
4635,0,1036,2280,jackpot tycoon (jewel case),encore software 10676 - encore hoyle casino 2007 - complete product - puzzle game - 1 user - complete product - standard - pc,encore,,9.99,17.97
4636,0,707,2641,gsp crossword addict,global software a7163jcw - kakuro puzzle addict unlimited edition - dvd movie,global software publishing north america inc,,9.99,8.79
4637,0,1066,1275,modeless liquid ledger personal finance software (mac),quicken(r) quickbooks(r) microsoft money(r) and simply money(r) elegant laser checks,csdc,,79.99,114.99
4638,0,484,1488,crystal reports 11 reporting essentials trng cbt,crystal reports xi professional edition - complete package,business objects,,199.99,537.57
4639,0,947,2214,apple logic pro 7.2 retail,apple/emagic logic pro 7.2 software upgrade music production software,apple,,999,259.95
4640,0,1028,237,brain food games: cranium collection 2006,csdc more brain games - on hand software,encore,,19.95,7.17
4641,0,874,2290,marine aquarium + sharks,encore software 25005 - encore marine aquarium v.2.0 - complete product - screen saver - 1 user(s) - complete product - standard - pc mac,encore software,,9.95,18.97
4642,0,854,2181,cakewalk project5 version 2,cakewalk sonar 5 studio edition music production software,cakewalk,,259,229.95
4643,0,701,1150,alliance future combat,sony playstation 2: the art of fighting anthology,strategy first,,19.99,14.99
4644,0,579,2691,intervideo windvd 8 platinum,ringtone media studio (pc) avanquest,corel,,69.99,19.99
4645,0,949,2378,onone plug-in suite 3 for adobe photoshop,onone software inc. pfp-30002 - photoframe v.3.0 pro - upgrade - image editing - 1 user(s) - version upgrade - standard - pc mac,onone software,,399.95,66.97
4646,0,478,1189,art explosion t-shirt factory deluxe 3.0,adobe creative suite 3 (cs3) design premium upgrade - mac,nova development,,29.99,569.97
4647,0,86,531,emedia bass method win/mac,emedia music corp emedia piano & keyboard method,emedia,,59.99,49.21
4648,0,795,2246,final draft 7/syd field's screenwriting workshop dvd bundle,lynda 02384 - .com - final cut pro 5 beyond the basics (5 macosx dvd),final draft,,249.99,63.97
4649,0,635,370,adobe flash pro cs3 [mac],adobe photoshop cs3 for mac upgrade,adobe,,699,189.99
4650,0,934,2384,rome total war gold edition,century software tt-1 - century tinyterm v.4.3x - emulation - 1 user(s) - english french german spanish italian polish portuguese - pc,sega of america inc.,,19.99,120.97
4651,0,795,326,final draft 7/syd field's screenwriting workshop dvd bundle,apple final cut studio 2 upgrade from final cut pro,final draft,,249.99,699.99
4652,0,825,1014,punch! viacad 2d/3d,punch software 38100 - punch! super home suite - complete product - architectural - 1 user - complete productcomplete productstandard - english - pc,punch! software,,99,45.97
4653,0,467,2850,ae mappoint 2006 cd,microsoft mappoint 2006 with gps locator (pc),microsoft corp,,49.95,349.99
4654,0,652,1180,more brain games,freeverse software big bang brain games - mac,csdc,,9.99,24.99
4655,0,1308,853,findex quickverse bible study 2007 bible-suite,scholar's library: logos bible software 3 on dvd-rom,findex,,,472.46
4656,0,560,2845,apple garageband jam pack: symphony orchestra,sibelius sibelius 5 software music production software,apple,,99,449.95
4657,0,410,323,adobe creative suite cs3 web premium upsell [mac],adobe cs3 web premium,adobe,,1399,1659.99
4658,0,201,1512,backup exec netware remote agt win/netware svr v9.2 e/g,symantec backup exec system recovery server edition business pack - ( v. 7.0 ) - complete package + 1 year basic maintenance - 1 user - cd - win - multi,veritas,,295,
4659,0,901,2826,oxford world encyclopedia,encyclopedia britannica 2007 ready reference,tri synergy,,19.99,8.95
4660,0,1192,1859,learn english (win/mac) (jewel case),2013001000122 details - ( v. 3.0 ) - complete package - 1 user - cd - win - english,fogware publishing,,9.99,290.21
4661,0,1230,1794,close quarters conflict,4817t02 vmware infrastructure standard - ( v. 3 ) - full subscription ( 3 years ) - 2 so,groove media,,19.99,1448.42
4662,0,1226,1855,photoshop elements 4 edu mac 1u,29180162 adobe photoshop elements 4.0 plus adobe premiere elements 2.0 - complete package,adobe education box,,69,138.28
4663,0,515,1135,microsoft office 2004 standard upgrade (mac),microsoft(r) office 2004 for mac standard edition upgrade version,microsoft,,239.99,234.95
4664,0,1137,1238,swift publisher for mac,quicken(r) quickbooks(r) microsoft money(r) and simply money(r) elegant laser checks,global marketing partners,,39.99,114.99
4665,0,26,3001,adobe premiere pro cs3 upgrade,adobe creative suite 3 web standard - complete package - academic - cd - mac,adobe,,299,369
4666,0,110,1678,hp digital sending secure - license - 50 users - std,10547845 symantec mail security for smtp with antivirus - ( v. 5.0 ) - complete package -,hewlett packard,,,118.03
4667,0,583,891,quicken 2007 deluxe,intuit quicken 2007 macintosh,intuit,,59.95,69.99
4668,0,13,2046,spy sweeper spanish,i spy spooky mansion deluxe i spy book and mini-cd,webroot software,,29.95,17.9
4669,0,1232,2284,quicken legal business pro 2007,intuit quicken deluxe 2007 software for windows tax & finance software,nolo press,,79.99,54.95
4670,0,1267,1836,quickverse bible premier suite,the beginners bible: noah's ark activity center: activity center,individual software,,39.99,9.95
4671,0,337,2741,jaws,abacus software 5562 chopper havoc for pc,majesco entertainment,abacus software,19.99,28.99
